Car_ID,Brand,Model,Year,Price_Lakh_INR,Fuel_Type,Transmission,Engine_CC,Mileage_or_Range,Safety_Rating,Airbags,ABS,ESP,Rear_Camera,Driver_Behavior,Road_Risk,Pothole_Risk,Engine_Temperature_C,Battery_Voltage_V,Brake_Condition,Tire_Pressure_PSI,Oil_Health_Percent,Maintenance_Risk,Maintenance_Risk_Score,Accident_Risk,Accident_Risk_Score,Overall_Safety_Score,Recommendation_Score,Recommendation
4347,Tata,Nexon,2023,14.17,Petrol,Automatic,998,15.5,3,6,Yes,No,Yes,Normal,Low,0.0,84.3,12.53,Good,30.2,97.2,Low,0.47701175421233255,Low,20.46644600408713,62,66.225,Recommended
4348,Renault,Kwid,2021,4.5,Petrol,Automatic,998,17.2,4,2,Yes,No,Yes,Normal,Low,0.14,71.8,12.67,Good,26.8,49.9,Low,15.907353190018048,Low,10.209711592814164,63,66.93,Recommended
4349,Tata,Punch,2021,16.71,Electric,Automatic,0,329.7,4,7,Yes,No,Yes,Normal,Medium,0.25,79.8,12.53,Good,32.8,88.9,Low,13.998382367077642,Low,18.860500914251325,70,83.86375,Highly Recommended
4350,Honda,Amaze,2024,14.9,Petrol,Automatic,1498,26.8,3,2,Yes,No,No,Aggressive,Medium,0.28,93.3,13.44,Good,30.4,77.2,Low,4.746083224684167,Medium,32.81692645144362,49,56.07,Consider
4351,Kia,Carens,2021,12.77,Petrol,Manual,1290,15.9,5,4,Yes,Yes,Yes,Normal,Medium,0.13,105.2,12.7,Good,32.4,52.4,Low,19.87925961277916,Low,28.141566567673134,83,70.735,Recommended
4352,Toyota,Urban Cruiser,2022,13.8,Petrol,Manual,1597,17.8,3,7,Yes,No,Yes,Aggressive,Low,0.13,89.9,12.21,Good,29.4,83.9,Low,0.0,Low,18.125260129321326,65,62.92,Recommended
4353,Skoda,Slavia,2021,10.27,Petrol,Manual,998,23.6,4,6,Yes,Yes,No,Calm,Low,0.11,101.8,12.36,Good,31.9,78.9,Low,9.57893080854969,Low,14.586823337420466,85,66.78999999999999,Recommended
4354,Tata,Harrier,2022,13.72,Electric,Automatic,0,283.0,4,2,Yes,Yes,Yes,Normal,Low,0.07,95.9,12.42,Good,29.9,61.9,Low,19.819002437192395,Low,11.142307300267106,77,85.26249999999999,Highly Recommended
4355,Tata,Punch,2026,10.3,Petrol,Manual,1597,20.3,4,2,Yes,Yes,Yes,Aggressive,High,0.38,88.1,12.36,Moderate,32.5,73.9,Low,15.308051627026568,Medium,54.92736554076688,56,59.245,Consider
4356,Kia,Seltos,2024,6.31,Diesel,Automatic,998,15.9,5,6,Yes,Yes,Yes,Normal,Low,0.06,104.0,11.79,Moderate,34.2,90.9,Low,30.430031921987258,Low,16.714812891742554,84,76.185,Highly Recommended
4357,Maruti Suzuki,Swift,2025,4.8,Petrol,Manual,1597,16.3,5,2,Yes,Yes,Yes,Normal,Low,0.05,88.5,12.84,Good,31.5,98.9,Low,8.199615287217277,Low,4.960404798605198,89,73.495,Recommended
4358,Hyundai,Verna,2025,10.21,Petrol,Automatic,1197,21.1,4,6,Yes,No,Yes,Normal,Low,0.08,74.5,12.91,Moderate,28.0,90.5,Low,0.09848870510971564,Low,9.330972070557802,68,69.765,Recommended
4359,Honda,Elevate,2025,15.96,Diesel,Automatic,2198,17.3,4,6,Yes,Yes,Yes,Calm,Low,0.21,81.8,12.62,Good,28.8,75.8,Low,6.883110404954445,Low,12.068723291185725,87,77.745,Highly Recommended
4360,Skoda,Slavia,2023,13.88,Diesel,Manual,1197,23.2,4,4,Yes,Yes,Yes,Aggressive,Medium,0.25,84.6,12.88,Moderate,31.0,63.4,Low,20.432449896084712,Medium,44.96238459346182,63,62.83,Recommended
4361,Skoda,Kushaq,2026,15.68,CNG,Automatic,1290,23.7,4,6,Yes,No,Yes,Normal,Low,0.0,90.0,11.74,Good,35.0,74.4,Low,23.384479358967027,Low,11.919630208810535,69,74.605,Recommended
4362,Maruti Suzuki,Brezza,2026,9.64,Electric,Manual,0,330.7,4,6,Yes,Yes,Yes,Normal,High,0.39,89.7,12.47,Good,32.0,80.2,Low,8.535925079409155,Medium,40.8570991443673,76,81.60125,Highly Recommended
4363,Mahindra,Thar,2021,15.43,Petrol,Manual,2198,21.1,3,6,Yes,No,No,Aggressive,Low,0.29,93.7,12.54,Good,33.5,76.1,Low,7.09814491919388,Medium,32.21188514168837,57,53.815,Consider
4364,Volkswagen,Taigun,2023,10.75,Petrol,Manual,1498,14.9,4,6,Yes,Yes,No,Normal,Low,0.01,96.1,13.06,Moderate,27.7,56.7,Low,15.290593979334401,Low,19.897919107540435,77,61.885,Recommended
4365,Tata,Punch,2022,11.88,CNG,Manual,1497,24.0,3,4,Yes,No,No,Aggressive,Low,0.27,87.8,12.45,Poor,34.3,99.7,Low,16.938773044192423,Medium,37.899360511386064,34,47.9,Consider
4366,Tata,Altroz,2024,11.91,Petrol,Manual,1199,15.7,5,6,Yes,Yes,Yes,Normal,High,0.24,87.3,12.26,Moderate,26.5,100.0,Low,0.0,Medium,48.2400522464065,77,68.005,Recommended
4367,Maruti Suzuki,Baleno,2024,6.74,Diesel,Automatic,1290,22.3,5,6,Yes,Yes,Yes,Normal,Low,0.15,84.5,12.05,Good,32.9,79.7,Low,26.632120998084385,Low,16.17571133426753,90,79.845,Highly Recommended
4368,Skoda,Kushaq,2025,11.14,Petrol,Manual,1498,16.9,4,2,Yes,Yes,Yes,Normal,Medium,0.19,90.4,12.83,Moderate,31.4,66.2,Low,12.549768379312981,Low,24.731539815372905,67,63.685,Recommended
4369,Hyundai,Venue,2020,15.71,Electric,Manual,0,392.6,4,4,Yes,Yes,No,Normal,Low,0.12,96.2,12.42,Good,30.4,92.9,Low,5.320911727306215,Low,12.9081308945585,83,81.0725,Highly Recommended
4370,Skoda,Slavia,2022,10.83,Electric,Automatic,0,343.8,4,2,Yes,Yes,Yes,Aggressive,Low,0.18,98.1,12.21,Moderate,30.3,83.5,Low,20.244383245675138,Medium,34.32930732463607,63,81.2425,Highly Recommended
4371,Tata,Nexon,2025,7.56,Diesel,Manual,1997,23.8,4,6,Yes,Yes,No,Calm,Low,0.19,103.4,12.0,Moderate,31.8,97.5,Low,31.28760483072498,Low,13.178122162920836,77,63.22,Recommended
4372,Hyundai,Creta,2019,9.55,CNG,Manual,1290,22.0,3,6,Yes,No,No,Calm,Medium,0.32,97.0,12.72,Moderate,29.4,62.8,Low,25.92251496643323,Medium,30.638908068939095,48,53.900000000000006,Consider
4373,Renault,Kwid,2024,4.5,Petrol,Automatic,998,19.3,3,4,Yes,No,Yes,Calm,Medium,0.26,89.3,12.25,Good,33.0,87.4,Low,9.299850916443294,Low,19.607014619411302,57,64.545,Recommended
4374,Maruti Suzuki,Swift,2019,8.22,CNG,Automatic,1199,28.0,3,6,Yes,No,Yes,Normal,Low,0.29,90.6,11.93,Good,35.9,97.4,Low,14.588453116376835,Low,18.900046596056352,60,71.2,Recommended
4375,Maruti Suzuki,Brezza,2019,4.5,Petrol,Manual,1497,23.4,5,6,Yes,Yes,Yes,Normal,Low,0.15,79.4,12.27,Good,28.8,97.8,Low,1.4321178455641264,Low,13.062826856766554,95,77.25999999999999,Highly Recommended
4376,Toyota,Glanza,2021,15.0,Petrol,Manual,1497,18.8,4,6,Yes,Yes,Yes,Calm,Low,0.06,84.5,12.71,Good,32.9,75.0,Low,0.4548855215392571,Low,8.9526920369104,89,73.87,Recommended
4377,Tata,Altroz,2019,10.36,CNG,Manual,1290,30.7,5,2,Yes,Yes,Yes,Normal,Low,0.05,77.2,12.02,Moderate,32.1,99.6,Low,21.031525813207136,Low,15.94569826825277,77,74.255,Recommended
4378,Mahindra,Scorpio,2026,21.02,Petrol,Manual,1497,24.2,5,4,Yes,Yes,Yes,Risky,Medium,0.27,107.1,12.57,Good,29.5,70.7,Low,17.1057735068794,Medium,45.893533513223915,77,69.28,Recommended
4379,Toyota,Hyryder,2021,13.58,Petrol,Manual,2198,12.5,5,4,Yes,Yes,Yes,Aggressive,Low,0.01,88.0,12.24,Good,31.5,100.0,Low,3.491017677875506,Low,19.963832752947404,88,72.475,Recommended
4380,Mahindra,XUV700,2023,16.15,CNG,Manual,1290,20.2,5,2,Yes,Yes,Yes,Aggressive,Low,0.17,83.2,12.45,Good,31.6,76.7,Low,8.06623519573243,Medium,30.814455959115737,80,74.03,Recommended
4381,Renault,Kiger,2020,5.96,Petrol,Manual,1498,12.9,4,4,Yes,Yes,Yes,Normal,Low,0.19,89.3,13.02,Good,33.4,83.3,Low,10.715382032308401,Low,17.409380557257002,80,68.935,Recommended
4382,Volkswagen,Virtus,2022,9.07,Petrol,Automatic,998,19.1,3,4,Yes,No,No,Normal,Medium,0.33,88.8,12.95,Good,33.5,87.6,Low,4.8624617583174015,Low,23.088065854903405,56,58.065,Consider
4383,Kia,Seltos,2022,18.89,Electric,Automatic,0,358.0,4,6,Yes,Yes,Yes,Calm,Medium,0.17,82.1,12.57,Good,32.7,79.0,Low,0.0,Low,17.599157155015856,86,92.125,Highly Recommended
4384,Skoda,Slavia,2026,13.23,Petrol,Manual,2198,20.8,4,6,Yes,Yes,Yes,Aggressive,Low,0.12,88.0,12.11,Good,33.8,66.6,Low,8.465937128298743,Low,16.855546873084716,85,72.37,Recommended
4385,Honda,Elevate,2024,9.64,Diesel,Automatic,1498,23.8,3,7,Yes,No,Yes,Risky,Medium,0.28,84.3,12.96,Good,27.5,69.4,Low,6.314299638625962,Medium,44.937979604672904,54,63.870000000000005,Recommended
4386,Kia,Sonet,2022,10.62,Petrol,Automatic,2198,15.2,5,7,Yes,Yes,Yes,Normal,Low,0.21,86.5,12.3,Good,31.8,87.9,Low,6.0454819170860254,Low,14.798547450220342,96,81.48,Highly Recommended
4387,Volkswagen,Taigun,2022,15.76,Petrol,Manual,1290,19.9,3,2,Yes,No,No,Risky,High,0.37,88.7,12.5,Moderate,36.7,80.1,Low,9.445048091519864,High,66.18015804425029,30,41.485,Not Recommended
4388,Volkswagen,Taigun,2024,16.07,Petrol,Manual,2198,19.5,5,6,Yes,Yes,Yes,Aggressive,Medium,0.16,84.2,12.27,Moderate,34.3,76.6,Low,8.928898203186542,Medium,38.561661693854546,79,69.475,Recommended
4389,Skoda,Kushaq,2025,15.22,Petrol,Automatic,1290,23.3,5,2,Yes,Yes,No,Risky,High,0.22,91.2,12.82,Good,28.8,75.2,Low,10.247043056697121,High,56.58997064519487,71,65.445,Recommended
4390,Renault,Kiger,2019,12.27,Petrol,Manual,998,24.1,4,6,Yes,Yes,Yes,Normal,Low,0.19,91.4,11.95,Poor,37.3,91.3,Low,34.05175664151653,Medium,35.3026233625882,60,61.615,Recommended
4391,Renault,Kwid,2020,5.97,Petrol,Manual,1597,11.1,4,6,Yes,Yes,No,Normal,Low,0.15,85.8,13.02,Good,30.5,57.6,Low,11.814859411568628,Low,11.063875980714165,86,65.36500000000001,Recommended
4392,Tata,Altroz,2020,4.95,Petrol,Manual,1498,19.9,4,6,Yes,Yes,Yes,Calm,Low,0.0,91.0,12.79,Moderate,33.2,51.5,Low,24.726099201689266,Low,7.808695544223078,80,69.985,Recommended
4393,Tata,Nexon,2021,7.63,Diesel,Manual,1497,22.6,5,7,Yes,Yes,No,Risky,Medium,0.15,84.2,11.91,Good,34.7,67.5,Low,26.653336009537913,Medium,50.00285333168527,81,64.84,Recommended
4394,Maruti Suzuki,Fronx,2026,4.5,CNG,Manual,1597,30.5,5,6,Yes,Yes,Yes,Normal,High,0.4,84.6,13.09,Good,31.2,94.6,Low,6.861497161889082,Medium,37.991111205484344,86,78.275,Highly Recommended
4395,Skoda,Slavia,2020,8.9,Petrol,Manual,1498,17.5,4,6,Yes,Yes,Yes,Normal,Medium,0.27,75.9,12.13,Moderate,32.6,60.9,Low,14.402539971001445,Low,21.907434057533113,76,67.825,Recommended
4396,Maruti Suzuki,Baleno,2021,4.91,Petrol,Manual,2198,17.8,4,7,Yes,Yes,Yes,Normal,Medium,0.19,89.2,11.89,Good,34.3,64.7,Low,32.11823411774926,Low,26.058056954908757,80,69.67,Recommended
4397,Tata,Punch,2022,13.86,Electric,Manual,0,337.1,4,2,Yes,Yes,No,Normal,Low,0.11,89.4,12.64,Good,36.7,88.1,Low,4.1735477376953405,Low,12.292343116356017,79,77.19125,Highly Recommended
4398,Kia,Carens,2026,19.83,Petrol,Manual,1997,21.1,5,6,Yes,Yes,No,Risky,Low,0.2,76.2,12.72,Good,28.7,79.9,Low,3.7213861904066854,Medium,35.25063485554055,87,67.315,Recommended
4399,Hyundai,Venue,2025,11.73,CNG,Automatic,1997,26.0,4,4,Yes,Yes,No,Normal,Low,0.09,97.2,12.85,Poor,31.7,84.2,Low,33.565892753572975,Low,25.07749047171317,59,64.45,Recommended
4400,Maruti Suzuki,Fronx,2026,7.39,Petrol,Manual,1997,23.3,4,2,Yes,Yes,Yes,Calm,Low,0.09,90.1,13.58,Good,30.1,91.1,Low,8.547105772728276,Low,0.02871689695091817,83,71.845,Recommended
4401,Maruti Suzuki,Brezza,2024,8.59,Petrol,Automatic,2198,16.0,4,6,Yes,Yes,Yes,Aggressive,High,0.39,91.3,13.04,Good,30.4,78.4,Low,12.286546897796402,Medium,49.961403489954364,73,71.25,Recommended
4402,Tata,Altroz,2021,4.5,Diesel,Automatic,1197,21.9,5,6,Yes,Yes,Yes,Normal,Low,0.0,71.0,11.89,Good,38.0,86.6,Low,20.268511325781898,Low,6.424409613817352,95,82.035,Highly Recommended
4403,Renault,Triber,2024,7.52,CNG,Manual,1199,23.8,3,6,Yes,No,Yes,Normal,Low,0.13,89.1,12.44,Good,29.9,93.2,Low,1.0983809200832009,Low,14.576120394070074,64,67.37,Recommended
4404,Kia,Carens,2024,6.93,Diesel,Manual,1199,21.6,4,2,Yes,Yes,Yes,Normal,Low,0.22,92.6,12.53,Good,30.6,85.8,Low,0.0,Low,17.648293194268092,78,69.34,Recommended
4405,Maruti Suzuki,Brezza,2026,11.24,Petrol,Automatic,1197,17.8,4,6,Yes,Yes,Yes,Normal,Medium,0.24,76.6,12.13,Poor,31.7,64.8,Low,30.884855904441096,Medium,33.75567072128865,61,66.12,Recommended
4406,Renault,Kiger,2025,9.8,Electric,Manual,0,360.3,4,2,Yes,Yes,Yes,Normal,Low,0.23,101.7,12.65,Good,31.7,76.9,Low,10.393184358807417,Low,19.93213314743339,75,82.26125,Highly Recommended
4407,Honda,Amaze,2025,4.5,Petrol,Manual,1597,20.1,4,6,Yes,Yes,No,Calm,Low,0.18,88.3,13.28,Moderate,28.1,82.9,Low,3.6882547661284266,Low,18.40777907147877,79,63.565000000000005,Recommended
4408,Volkswagen,Virtus,2024,16.44,Petrol,Manual,998,16.2,5,6,Yes,Yes,Yes,Normal,Medium,0.35,95.7,12.58,Good,33.3,83.2,Low,18.615227029079385,Low,28.066073494145165,87,72.58,Recommended
4409,Toyota,Urban Cruiser,2025,16.93,Electric,Automatic,0,216.8,4,6,Yes,Yes,No,Normal,Medium,0.21,85.2,12.38,Good,30.0,68.5,Low,15.746441533147053,Low,20.109249055953907,83,79.48,Highly Recommended
4410,Renault,Kwid,2025,4.87,Diesel,Automatic,2198,23.2,4,6,Yes,Yes,Yes,Normal,Low,0.22,68.2,11.56,Good,33.6,81.3,Low,17.126334770919946,Low,22.158743469111027,82,76.38,Highly Recommended
4411,Tata,Altroz,2020,12.08,CNG,Manual,1199,29.0,4,4,Yes,No,No,Calm,Low,0.24,84.2,12.15,Moderate,30.2,49.6,Low,16.69263481336944,Low,25.483763092660467,56,58.55,Consider
4412,Honda,City,2019,6.93,Diesel,Automatic,1597,21.3,5,2,Yes,Yes,Yes,Calm,Medium,0.17,84.8,12.19,Good,34.2,75.4,Low,1.3153309309009407,Low,14.84646671714904,87,78.345,Highly Recommended
4413,Mahindra,XUV 3XO,2025,16.58,Petrol,Automatic,2198,21.5,5,2,Yes,Yes,Yes,Aggressive,Low,0.15,84.6,12.04,Good,33.7,76.4,Low,28.072368741617957,Low,25.55465458773594,79,74.775,Recommended
4414,Hyundai,Venue,2020,11.48,Electric,Automatic,0,424.8,3,6,Yes,No,No,Normal,Low,0.08,85.5,12.99,Good,32.7,66.6,Low,17.929738049697278,Low,12.084306103368753,62,76.9,Highly Recommended
4415,Honda,Elevate,2019,7.91,Petrol,Manual,1997,21.1,5,6,Yes,Yes,Yes,Calm,Medium,0.22,77.9,12.26,Good,34.0,63.2,Low,18.06471679823522,Low,22.616632297177503,89,74.215,Recommended
4416,Kia,Seltos,2025,13.0,CNG,Manual,1290,26.7,3,6,Yes,No,Yes,Calm,High,0.29,86.8,13.01,Moderate,30.6,74.1,Low,12.845916373731953,Medium,41.00380926742073,47,60.155,Recommended
4417,Toyota,Innova,2025,16.17,Diesel,Manual,1197,21.5,4,7,Yes,Yes,Yes,Normal,Medium,0.17,85.3,12.79,Good,31.8,77.9,Low,6.588548392256383,Low,26.36239316563701,84,72.025,Recommended
4418,Mahindra,XUV700,2020,15.04,Diesel,Manual,1498,22.7,4,6,Yes,Yes,Yes,Normal,Low,0.08,87.7,12.34,Good,29.5,92.0,Low,2.9336421950319944,Low,12.597443771298561,87,73.555,Recommended
4419,Hyundai,Exter,2019,13.78,Diesel,Manual,998,19.8,4,6,Yes,No,Yes,Calm,Low,0.09,91.9,12.49,Good,28.4,77.4,Low,13.627051091625933,Low,8.221176381650679,72,66.37,Recommended
4420,Skoda,Kushaq,2020,13.0,CNG,Automatic,998,26.4,4,6,Yes,Yes,No,Aggressive,Medium,0.34,90.9,13.04,Moderate,33.6,88.7,Low,0.0,Medium,44.92454837448418,70,69.46000000000001,Recommended
4421,Toyota,Innova,2026,12.8,Petrol,Manual,1197,19.2,2,2,Yes,No,No,Aggressive,Low,0.06,95.9,12.06,Good,29.7,92.6,Low,20.72235911427797,Low,25.513842323151433,41,46.33,Consider
4422,Hyundai,Exter,2026,11.38,Petrol,Manual,1197,15.9,5,6,Yes,Yes,Yes,Normal,Low,0.05,88.0,12.51,Moderate,32.6,90.1,Low,5.925144749705617,Low,14.957352149637053,88,72.985,Recommended
4423,Maruti Suzuki,Fronx,2025,7.6,Diesel,Automatic,1290,23.4,4,4,Yes,Yes,Yes,Risky,Low,0.24,98.3,11.71,Good,34.3,83.7,Low,29.109368318274935,Medium,32.952337932298285,72,71.91,Recommended
4424,Hyundai,Exter,2026,9.13,CNG,Manual,1597,26.3,4,2,Yes,Yes,No,Normal,Low,0.23,101.4,12.94,Good,30.4,74.8,Low,10.218871175640928,Low,15.058535088479328,77,67.595,Recommended
4425,Maruti Suzuki,Baleno,2026,10.27,Petrol,Manual,2198,22.7,5,4,Yes,Yes,No,Normal,Low,0.0,91.9,12.69,Good,34.3,50.9,Low,14.171773129937637,Low,5.364842391751676,92,69.805,Recommended
4426,Renault,Kiger,2023,9.92,Diesel,Manual,1197,20.6,4,7,Yes,Yes,Yes,Aggressive,Low,0.04,92.3,12.68,Good,31.9,46.1,Low,18.628243939960036,Low,21.913902098223893,84,71.89000000000001,Recommended
4427,Hyundai,i20,2020,16.03,Electric,Manual,0,352.3,3,2,Yes,No,Yes,Normal,High,0.45,83.6,11.96,Moderate,36.6,89.0,Low,14.139361529332671,Medium,51.904233067336364,35,63.96125,Recommended
4428,Volkswagen,Taigun,2019,14.54,Electric,Manual,0,428.5,5,4,Yes,Yes,Yes,Normal,High,0.4,87.5,12.81,Poor,31.7,57.8,Medium,38.42940283977917,High,56.70836298402368,55,74.75,Recommended
4429,Volkswagen,Virtus,2021,18.36,Petrol,Manual,1498,13.5,4,6,Yes,Yes,Yes,Normal,Medium,0.24,84.0,13.52,Moderate,30.6,92.3,Low,7.501640009402449,Medium,32.474530389717835,74,66.325,Recommended
4430,Maruti Suzuki,Fronx,2023,8.09,Petrol,Automatic,1290,17.2,4,2,Yes,Yes,Yes,Aggressive,Medium,0.26,92.1,12.93,Good,37.5,78.1,Low,13.591838588783059,Medium,31.62237901055457,71,70.53,Recommended
4431,Maruti Suzuki,Fronx,2021,5.47,Diesel,Automatic,2198,21.1,4,6,Yes,Yes,Yes,Aggressive,Low,0.1,79.1,12.34,Good,29.5,68.0,Low,9.31673635168056,Low,14.461606500611019,86,77.86500000000001,Highly Recommended
4432,Skoda,Kushaq,2021,17.01,Petrol,Automatic,1498,25.5,4,6,Yes,Yes,Yes,Normal,Low,0.11,105.8,13.12,Good,29.6,64.5,Low,14.703419578877515,Low,16.253183795721515,84,77.625,Highly Recommended
4433,Toyota,Innova,2021,12.14,Diesel,Automatic,1997,23.3,4,6,Yes,Yes,Yes,Calm,Low,0.08,78.0,13.43,Good,26.9,83.5,Low,11.401913261358185,Low,7.290956759126442,88,79.095,Highly Recommended
4434,Toyota,Innova,2025,13.28,Petrol,Automatic,1199,21.8,5,6,Yes,Yes,Yes,Normal,High,0.23,84.9,12.61,Good,33.4,65.6,Low,18.886140667242046,Medium,43.02743984333798,82,76.17,Highly Recommended
4435,Skoda,Kushaq,2022,16.36,Petrol,Automatic,1498,16.9,3,2,Yes,No,Yes,Normal,Low,0.18,85.5,12.7,Good,34.5,90.5,Low,9.103471816402882,Low,13.118333638396441,55,63.285,Recommended
4436,Toyota,Innova,2025,16.98,Electric,Automatic,0,264.0,5,6,Yes,Yes,Yes,Aggressive,Low,0.04,88.1,12.72,Good,30.0,90.5,Low,6.315146431931721,Low,22.54043738459577,91,90.85,Highly Recommended
4437,Toyota,Urban Cruiser,2026,15.44,Electric,Manual,0,341.3,5,6,Yes,Yes,No,Risky,Medium,0.36,96.4,12.8,Poor,26.4,83.2,Low,30.763565766786208,High,55.45334891050233,61,69.24875,Recommended
4438,Kia,Seltos,2019,10.8,Electric,Manual,0,366.7,5,2,Yes,Yes,Yes,Normal,Medium,0.02,85.9,12.75,Good,33.7,100.0,Low,0.0,Low,15.708347279130447,87,87.90125,Highly Recommended
4439,Maruti Suzuki,Fronx,2019,7.5,Electric,Manual,0,280.0,4,6,Yes,Yes,Yes,Calm,High,0.43,81.0,12.79,Moderate,33.5,100.0,Low,5.126328195885673,Medium,45.271068997279265,69,76.55,Highly Recommended
4440,Skoda,Kushaq,2021,12.61,Petrol,Automatic,998,16.6,5,6,Yes,Yes,No,Calm,Medium,0.14,90.3,13.05,Moderate,35.7,70.3,Low,9.801170931506713,Low,22.728891285828748,85,70.74000000000001,Recommended
4441,Mahindra,XUV700,2026,12.44,Diesel,Manual,1498,17.5,4,2,Yes,Yes,Yes,Normal,High,0.28,95.8,13.16,Good,31.0,66.7,Low,14.945778538184486,Medium,37.03600130799891,69,64.675,Recommended
4442,Kia,Carens,2020,9.32,Diesel,Automatic,1197,16.0,3,6,Yes,No,Yes,Normal,Medium,0.2,90.7,11.82,Good,28.7,91.4,Low,20.299564172765383,Low,20.356279850293124,59,64.95,Recommended
4443,Maruti Suzuki,Swift,2022,9.13,Diesel,Automatic,1997,22.5,2,4,Yes,No,Yes,Normal,High,0.36,87.4,11.71,Good,28.5,65.4,Low,34.63418834527032,Medium,37.679298398598675,39,56.925,Consider
4444,Hyundai,Exter,2020,7.93,Petrol,Manual,1197,19.2,5,2,Yes,Yes,Yes,Normal,Medium,0.2,83.1,12.49,Good,32.5,86.7,Low,4.5385655278534,Low,17.78914991845982,85,72.13,Recommended
4445,Skoda,Kushaq,2022,11.22,Petrol,Manual,1197,15.9,4,6,Yes,Yes,Yes,Normal,Medium,0.24,86.5,12.63,Good,35.5,51.2,Low,21.04962894177836,Low,23.09430506243054,81,69.83500000000001,Recommended
4446,Toyota,Hyryder,2021,6.29,CNG,Manual,998,26.3,4,4,Yes,Yes,Yes,Normal,High,0.33,91.6,12.43,Good,25.8,100.0,Low,0.4739714921580692,Medium,39.737981405210945,74,72.245,Recommended
4447,Hyundai,Creta,2022,7.53,CNG,Manual,1997,26.4,4,4,Yes,No,Yes,Normal,Low,0.0,97.7,12.94,Good,35.2,80.6,Low,14.778726719310429,Low,9.504558903294855,67,69.11,Recommended
4448,Honda,Amaze,2023,9.67,Electric,Manual,0,358.0,5,6,Yes,No,No,Normal,High,0.47,83.1,12.59,Good,31.2,74.6,Low,10.027337997553003,Medium,40.847100485834865,69,73.475,Recommended
4449,Tata,Harrier,2025,14.31,Petrol,Manual,1290,21.6,4,6,Yes,Yes,Yes,Aggressive,Medium,0.13,96.8,12.69,Moderate,29.6,57.3,Low,12.291984862643359,Medium,35.11407522650758,72,66.64,Recommended
4450,Tata,Nexon,2025,12.46,CNG,Manual,1498,24.9,4,6,Yes,Yes,No,Aggressive,Low,0.03,77.7,11.63,Good,29.4,82.8,Low,34.186210131266435,Low,19.755899659018294,80,68.735,Recommended
4451,Volkswagen,Taigun,2025,10.5,Electric,Manual,0,356.6,5,6,Yes,Yes,No,Normal,Low,0.05,88.9,12.21,Good,32.0,79.4,Low,3.238002718603861,Low,10.809953169845592,96,85.5725,Highly Recommended
4452,Renault,Triber,2021,4.9,Diesel,Automatic,2198,21.0,4,4,Yes,Yes,Yes,Normal,Low,0.0,91.3,12.02,Good,29.2,81.2,Low,21.8867245326736,Low,2.385752002652337,84,76.95,Highly Recommended
4453,Tata,Altroz,2023,13.64,Petrol,Automatic,2198,25.2,3,6,Yes,No,Yes,Risky,Low,0.25,81.1,11.91,Good,38.0,90.6,Low,25.788070833606064,Medium,42.108735627753916,50,62.28,Recommended
4454,Toyota,Innova,2019,10.22,Petrol,Manual,1290,23.0,4,4,Yes,Yes,Yes,Normal,Medium,0.31,91.6,12.38,Poor,29.6,79.2,Medium,35.56004986226491,Medium,34.06919717633006,56,59.65,Consider
4455,Renault,Kwid,2021,10.03,CNG,Manual,1290,23.5,4,6,Yes,Yes,Yes,Risky,Medium,0.26,92.7,12.32,Good,30.3,91.3,Low,0.0,Medium,47.24143671151277,75,72.275,Recommended
4456,Kia,Carens,2024,4.94,Petrol,Manual,1199,21.0,4,6,Yes,No,Yes,Aggressive,Low,0.16,101.7,12.92,Good,29.2,79.1,Low,16.77981725967141,Low,20.034350865644477,67,64.30000000000001,Recommended
4457,Tata,Curvv,2020,6.01,CNG,Automatic,1197,27.0,4,6,Yes,Yes,No,Calm,Low,0.1,78.2,12.22,Good,30.0,80.2,Low,14.38825582802761,Low,14.681286570788842,85,76.3,Highly Recommended
4458,Mahindra,Scorpio,2024,12.11,CNG,Manual,1197,24.9,3,6,Yes,No,Yes,Aggressive,Medium,0.3,92.8,11.8,Good,34.4,91.5,Low,29.07602376331974,Medium,42.978351297855546,50,61.235,Recommended
4459,Skoda,Slavia,2021,13.99,Diesel,Manual,2198,17.0,3,2,Yes,No,Yes,Normal,Low,0.2,75.3,12.54,Good,31.9,96.5,Low,0.0,Low,13.618234687783927,56,58.75,Consider
4460,Hyundai,Creta,2021,14.19,CNG,Automatic,1997,22.7,4,4,Yes,Yes,Yes,Normal,Low,0.2,97.7,12.67,Good,35.0,96.4,Low,0.0,Low,15.399641355526875,83,80.755,Highly Recommended
4461,Toyota,Urban Cruiser,2026,12.96,CNG,Automatic,1197,25.7,4,4,Yes,Yes,Yes,Risky,Low,0.15,86.6,12.76,Moderate,32.4,53.6,Low,15.001428282837804,Medium,38.91990272397332,66,73.555,Recommended
4462,Volkswagen,Taigun,2025,14.1,Petrol,Manual,1197,22.0,3,7,Yes,No,Yes,Normal,Low,0.03,96.4,12.33,Good,31.5,61.2,Low,20.719713039427283,Low,8.211924764376736,65,63.55,Recommended
4463,Mahindra,Scorpio,2024,17.21,Diesel,Manual,1498,14.1,4,6,Yes,Yes,No,Risky,Medium,0.01,83.3,12.67,Good,30.0,97.9,Low,0.0,Medium,42.08760649087385,77,61.765,Recommended
4464,Skoda,Slavia,2022,16.45,Electric,Manual,0,304.0,4,7,Yes,No,Yes,Calm,Medium,0.24,93.6,11.96,Moderate,31.5,90.9,Low,27.399022529731248,Low,26.897503606129987,59,72.95,Recommended
